league,season,date,team,h_a,result,pts,goals_scored,goals_missed,deep_passes,deep_passes_allowed,ppda,oppda
Serie_A,2018,2019-05-11 17:00:00,Lazio,a,w,3,2,1,12,12,11.0,12.85
Serie_A,2018,2019-05-20 18:30:00,Lazio,h,d,1,3,3,15,6,14.4375,10.307692307692308
Serie_A,2018,2019-05-26 13:00:00,Lazio,a,l,0,1,3,7,9,9.75,11.421052631578949
Serie_A,2018,2018-08-19 21:30:00,Bologna,h,l,0,0,1,3,3,8.969696969696969,8.0
Serie_A,2018,2018-08-26 21:30:00,Bologna,a,d,1,0,0,6,3,9.766666666666667,9.173913043478262
Serie_A,2018,2018-09-01 16:00:00,Bologna,h,l,0,0,3,1,8,33.285714285714285,9.352941176470589
Serie_A,2018,2018-09-16 13:00:00,Bologna,a,l,0,0,1,2,3,10.4,14.4
Serie_A,2018,2018-09-23 13:00:00,Bologna,h,w,3,2,0,2,7,36.875,6.631578947368421
Serie_A,2018,2018-09-26 19:00:00,Bologna,a,l,0,0,2,1,9,31.0625,4.846153846153846
Serie_A,2018,2018-09-30 10:30:00,Bologna,h,w,3,2,1,10,6,11.304347826086955,13.0
Serie_A,2018,2018-10-06 13:00:00,Bologna,a,l,0,0,2,4,3,10.857142857142858,15.928571428571429
Serie_A,2018,2018-10-21 13:00:00,Bologna,h,d,1,2,2,3,6,11.55,8.416666666666666
Serie_A,2018,2018-10-28 10:30:00,Bologna,a,d,1,2,2,4,9,13.56,4.041666666666667
Serie_A,2018,2018-11-04 17:00:00,Bologna,h,l,0,1,2,9,18,17.294117647058822,5.739130434782608
Serie_A,2018,2018-11-11 14:00:00,Bologna,a,d,1,2,2,1,8,7.0606060606060606,13.0
Serie_A,2018,2018-11-25 14:00:00,Bologna,h,d,1,0,0,3,8,11.9,7.857142857142857
Serie_A,2018,2018-12-01 19:30:00,Bologna,a,l,0,1,4,6,7,8.878787878787879,11.916666666666666
Serie_A,2018,2018-12-09 14:00:00,Bologna,a,l,0,1,2,6,9,11.15,19.9375
Serie_A,2018,2018-12-18 19:30:00,Bologna,h,d,1,0,0,3,5,20.15,7.476190476190476
Serie_A,2018,2018-12-22 14:00:00,Bologna,a,d,1,0,0,1,4,19.0625,7.12
Serie_A,2018,2018-12-26 14:00:00,Bologna,h,l,0,0,2,2,12,13.409090909090908,7.620689655172414
Serie_A,2018,2018-12-29 17:00:00,Bologna,a,l,0,2,3,3,7,32.1,6.225806451612903
Serie_A,2018,2019-01-20 14:00:00,Bologna,a,d,1,1,1,6,4,6.787878787878788,7.416666666666667
Serie_A,2018,2019-01-27 14:00:00,Bologna,h,l,0,0,4,10,2,10.147058823529411,13.647058823529411
Serie_A,2018,2019-02-03 17:00:00,Bologna,a,w,3,1,0,4,5,20.066666666666663,6.241379310344827
Serie_A,2018,2019-02-10 11:30:00,Bologna,h,d,1,1,1,10,4,6.115384615384615,8.787878787878787
Serie_A,2018,2019-02-18 19:30:00,Bologna,a,l,0,1,2,5,10,6.92,7.0
Serie_A,2018,2019-02-24 14:00:00,Bologna,h,l,0,0,1,9,2,8.344827586206897,7.962962962962963
Serie_A,2018,2019-03-03 14:00:00,Bologna,a,l,0,1,2,8,1,3.225806451612903,6.411764705882353
Serie_A,2018,2019-03-10 11:30:00,Bologna,h,w,3,2,0,8,7,9.423076923076923,7.0
Serie_A,2018,2019-03-16 19:30:00,Bologna,a,w,3,3,2,4,9,8.85,5.071428571428571
Serie_A,2018,2019-03-31 16:00:00,Bologna,h,w,3,2,1,6,4,9.26086956521739,4.4
Serie_A,2018,2019-04-04 20:00:00,Bologna,a,l,0,1,4,5,5,11.333333333333334,7.225
Serie_A,2018,2019-04-08 19:30:00,Bologna,h,w,3,3,0,6,2,5.233333333333333,14.61904761904762
Serie_A,2018,2019-04-14 14:00:00,Bologna,a,d,1,0,0,1,3,15.466666666666669,8.347826086956522
Serie_A,2018,2019-04-20 14:00:00,Bologna,h,w,3,3,0,4,7,8.5,6.869565217391305
Serie_A,2018,2019-04-27 14:00:00,Bologna,h,w,3,3,1,16,4,5.925,8.666666666666666
Serie_A,2018,2019-05-06 19:30:00,Bologna,a,l,0,1,2,3,5,8.333333333333334,5.628571428571429
Serie_A,2018,2019-05-13 18:00:00,Bologna,h,w,3,4,1,16,5,8.9375,18.375
Serie_A,2018,2019-05-20 18:30:00,Bologna,a,d,1,3,3,6,15,10.307692307692308,14.4375
Serie_A,2018,2019-05-25 13:00:00,Bologna,h,w,3,3,2,3,9,28.63636363636364,6.631578947368421
Serie_A,2018,2018-08-18 19:00:00,Juventus,a,w,3,3,2,9,1,6.809523809523809,22.05
Serie_A,2018,2018-08-25 19:00:00,Juventus,h,w,3,2,0,5,1,13.444444444444445,10.79310344827586
Serie_A,2018,2018-09-01 18:30:00,Juventus,a,w,3,2,1,13,4,6.0,18.47058823529412
Serie_A,2018,2018-09-16 13:00:00,Juventus,h,w,3,2,1,9,1,12.384615384615383,8.296296296296296
Serie_A,2018,2018-09-23 18:30:00,Juventus,a,w,3,2,0,16,1,7.222222222222222,14.705882352941176
Serie_A,2018,2018-09-26 19:00:00,Juventus,h,w,3,2,0,9,1,4.846153846153846,31.0625
Serie_A,2018,2018-09-29 16:00:00,Juventus,h,w,3,3,1,3,4,11.48,14.333333333333334
Serie_A,2018,2018-10-06 16:00:00,Juventus,a,w,3,2,0,18,0,8.21875,21.166666666666668
Serie_A,2018,2018-10-20 16:00:00,Juventus,h,d,1,1,1,6,1,6.290322580645161,10.666666666666666
Serie_A,2018,2018-10-27 16:00:00,Juventus,a,w,3,2,1,6,7,6.243243243243243,12.047619047619047
Serie_A,2018,2018-11-03 19:30:00,Juventus,h,w,3,3,1,12,4,13.181818181818182,13.608695652173912
Serie_A,2018,2018-11-11 19:30:00,Juventus,a,w,3,2,0,1,2,10.333333333333334,20.22222222222222
Serie_A,2018,2018-11-24 17:00:00,Juventus,h,w,3,2,0,4,1,11.96551724137931,18.73333333333333
Serie_A,2018,2018-12-01 17:00:00,Juventus,a,w,3,3,0,4,5,7.863636363636363,10.708333333333334
Serie_A,2018,2018-12-07 19:30:00,Juventus,h,w,3,1,0,7,5,11.91304347826087,7.9
Serie_A,2018,2018-12-15 19:30:00,Juventus,a,w,3,1,0,5,3,6.238095238095238,12.117647058823527
Serie_A,2018,2018-12-22 19:30:00,Juventus,h,w,3,1,0,6,5,9.863636363636363,8.933333333333334
Serie_A,2018,2018-12-26 14:00:00,Juventus,a,d,1,2,2,3,11,15.375,7.814814814814815
Serie_A,2018,2018-12-29 11:30:00,Juventus,h,w,3,2,1,4,1,9.625,10.689655172413794
Serie_A,2018,2019-01-21 19:30:00,Juventus,h,w,3,3,0,11,2,11.421052631578949,18.454545454545453
Serie_A,2018,2019-01-27 19:30:00,Juventus,a,w,3,2,1,3,6,10.235294117647058,9.457142857142856
Serie_A,2018,2019-02-02 19:30:00,Juventus,h,d,1,3,3,25,4,9.058823529411764,19.571428571428573
Serie_A,2018,2019-02-10 17:00:00,Juventus,a,w,3,3,0,6,5,11.653846153846152,14.545454545454543
Serie_A,2018,2019-02-15 19:30:00,Juventus,h,w,3,3,0,8,2,9.636363636363637,17.333333333333332
Serie_A,2018,2019-02-24 14:00:00,Juventus,a,w,3,1,0,2,9,7.962962962962963,8.344827586206897
Serie_A,2018,2019-03-03 19:30:00,Juventus,a,w,3,2,1,4,5,14.11111111111111,9.428571428571429
Serie_A,2018,2019-03-08 19:30:00,Juventus,h,w,3,4,1,8,3,12.428571428571429,17.291666666666668
Serie_A,2018,2019-03-17 11:30:00,Juventus,a,l,0,0,2,8,9,7.230769230769231,14.19047619047619
Serie_A,2018,2019-03-30 17:00:00,Juventus,h,w,3,1,0,5,2,10.633333333333333,10.833333333333334
Serie_A,2018,2019-04-02 20:00:00,Juventus,a,w,3,2,0,11,3,19.0,10.296296296296296
Serie_A,2018,2019-04-06 17:00:00,Juventus,h,w,3,2,1,6,8,11.73913043478261,12.470588235294118
Serie_A,2018,2019-04-13 14:00:00,Juventus,a,l,0,1,2,7,4,6.7407407407407405,11.625
Serie_A,2018,2019-04-20 17:00:00,Juventus,h,w,3,2,1,7,7,10.85,24.266666666666666
Serie_A,2018,2019-04-27 19:30:00,Juventus,a,d,1,1,1,5,8,18.352941176470587,10.956521739130435
Serie_A,2018,2019-05-03 19:30:00,Juventus,h,d,1,1,1,11,2,7.2,6.870967741935484
Serie_A,2018,2019-05-12 19:30:00,Juventus,a,l,0,0,2,11,7,11.333333333333334,20.1
Serie_A,2018,2019-05-19 18:30:00,Juventus,h,d,1,1,1,7,5,7.2,9.052631578947368
Serie_A,2018,2019-05-26 18:30:00,Juventus,a,l,0,0,2,5,9,10.0,11.25
Serie_A,2018,2018-08-19 21:30:00,Udinese,a,d,1,2,2,4,7,10.789473684210526,13.5
Serie_A,2018,2018-08-26 21:30:00,Udinese,h,w,3,1,0,3,14,14.38095238095238,4.580645161290323
Serie_A,2018,2018-09-02 16:00:00,Udinese,a,l,0,0,1,2,10,12.666666666666666,4.48
Serie_A,2018,2018-09-16 13:00:00,Udinese,h,d,1,1,1,4,4,15.666666666666666,6.115384615384615
Serie_A,2018,2018-09-23 13:00:00,Udinese,a,w,3,2,0,8,6,47.142857142857146,7.285714285714286
Serie_A,2018,2018-09-26 17:00:00,Udinese,h,l,0,1,2,9,1,15.823529411764708,9.79310344827586
Serie_A,2018,2018-09-30 10:30:00,Udinese,a,l,0,1,2,6,10,13.0,11.304347826086955
Serie_A,2018,2018-10-06 16:00:00,Udinese,h,l,0,0,2,0,18,21.166666666666668,8.21875
Serie_A,2018,2018-10-20 18:30:00,Udinese,h,l,0,0,3,3,7,21.61111111111111,7.575757575757576
Serie_A,2018,2018-10-28 13:00:00,Udinese,a,d,1,2,2,2,4,3.8620689655172415,9.551724137931034
Serie_A,2018,2018-11-04 19:30:00,Udinese,h,l,0,0,1,6,7,7.151515151515151,8.181818181818182
Serie_A,2018,2018-11-11 14:00:00,Udinese,a,l,0,1,2,11,9,6.888888888888889,15.0
Serie_A,2018,2018-11-24 14:00:00,Udinese,h,w,3,1,0,1,6,14.545454545454543,3.695652173913044
Serie_A,2018,2018-12-02 14:00:00,Udinese,a,d,1,0,0,0,13,15.761904761904765,6.068965517241379
Serie_A,2018,2018-12-09 14:00:00,Udinese,h,l,0,1,3,2,9,20.85,11.4
Serie_A,2018,2018-12-15 17:00:00,Udinese,a,l,0,0,1,4,10,36.36363636363637,8.285714285714286
Serie_A,2018,2018-12-22 14:00:00,Udinese,h,d,1,1,1,5,3,15.4375,11.04
Serie_A,2018,2018-12-26 14:00:00,Udinese,a,d,1,0,0,3,6,10.28,11.1
Serie_A,2018,2018-12-29 14:00:00,Udinese,h,w,3,2,0,12,7,9.161290322580646,11.571428571428571
Serie_A,2018,2019-01-19 17:00:00,Udinese,h,l,0,1,2,12,4,5.264705882352941,10.4
Serie_A,2018,2019-01-26 17:00:00,Udinese,a,l,0,0,4,1,9,11.826086956521738,6.542857142857143
Serie_A,2018,2019-02-03 14:00:00,Udinese,h,d,1,1,1,3,1,14.9,5.766666666666667
Serie_A,2018,2019-02-10 14:00:00,Udinese,a,l,0,0,1,8,10,7.724137931034483,5.896551724137931
Serie_A,2018,2019-02-17 14:00:00,Udinese,h,w,3,1,0,4,6,8.88,5.931034482758621
Serie_A,2018,2019-03-03 14:00:00,Udinese,h,w,3,2,1,1,8,6.411764705882353,3.225806451612903
Serie_A,2018,2019-03-08 19:30:00,Udinese,a,l,0,1,4,3,8,17.291666666666668,12.428571428571429
Serie_A,2018,2019-03-17 17:00:00,Udinese,a,l,0,2,4,4,5,30.933333333333334,10.5
Serie_A,2018,2019-03-30 14:00:00,Udinese,h,w,3,2,0,4,9,11.789473684210526,6.321428571428571
Serie_A,2018,2019-04-02 18:00:00,Udinese,a,d,1,1,1,3,9,13.38095238095238,5.186046511627907
Serie_A,2018,2019-04-07 14:00:00,Udinese,h,w,3,3,2,6,13,15.294117647058824,7.571428571428571
Serie_A,2018,2019-04-13 17:00:00,Udinese,a,l,0,0,1,3,5,10.72222222222222,10.55
Serie_A,2018,2019-04-17 18:00:00,Udinese,a,l,0,0,2,4,8,15.333333333333334,10.954545454545457
Serie_A,2018,2019-04-20 14:00:00,Udinese,h,d,1,1,1,4,1,6.942857142857143,7.208333333333333
Serie_A,2018,2019-04-29 18:00:00,Udinese,a,l,0,0,2,1,15,10.476190476190476,11.133333333333333
Serie_A,2018,2019-05-04 19:30:00,Udinese,h,d,1,0,0,6,7,17.652173913043477,5.75
Serie_A,2018,2019-05-12 14:00:00,Udinese,a,w,3,3,1,8,10,11.333333333333334,6.4375
Serie_A,2018,2019-05-18 13:00:00,Udinese,h,w,3,3,2,2,1,9.538461538461538,6.190476190476191
Serie_A,2018,2019-05-26 18:30:00,Udinese,a,w,3,2,1,4,10,13.529411764705882,7.083333333333333
Serie_A,2018,2018-08-26 21:30:00,Genoa,h,w,3,2,1,5,12,15.578947368421051,4.869565217391305
Serie_A,2018,2018-09-02 18:30:00,Genoa,a,l,0,3,5,5,3,6.909090909090909,10.5
Serie_A,2018,2018-09-16 13:00:00,Genoa,h,w,3,1,0,3,2,14.4,10.4
Serie_A,2018,2018-09-23 13:00:00,Genoa,a,l,0,1,4,10,6,13.19047619047619,8.407407407407407
Serie_A,2018,2018-09-26 19:00:00,Genoa,h,w,3,2,0,3,5,9.84,9.814814814814817
Serie_A,2018,2018-09-30 13:00:00,Genoa,a,w,3,2,1,7,5,11.904761904761903,8.9
Serie_A,2018,2018-10-07 10:30:00,Genoa,h,l,0,1,3,7,4,8.818181818181818,34.714285714285715
Serie_A,2018,2018-10-20 16:00:00,Genoa,a,d,1,1,1,1,6,10.666666666666666,6.290322580645161
Serie_A,2018,2018-10-28 13:00:00,Genoa,h,d,1,2,2,4,2,9.551724137931034,3.8620689655172415
Serie_A,2018,2018-10-31 18:30:00,Genoa,a,l,0,1,2,2,11,11.516129032258064,11.789473684210526
Serie_A,2018,2018-11-03 14:00:00,Genoa,a,l,0,0,5,4,5,16.863636363636363,8.88888888888889
Serie_A,2018,2018-11-10 19:30:00,Genoa,h,l,0,1,2,6,16,11.875,6.0
Serie_A,2018,2018-11-25 19:30:00,Genoa,h,d,1,1,1,6,2,11.88,9.076923076923077
Serie_A,2018,2018-12-02 14:00:00,Genoa,a,l,0,1,2,1,9,10.92,3.571428571428572
Serie_A,2018,2018-12-09 17:00:00,Genoa,h,d,1,1,1,4,12,24.9,4.9523809523809526
Serie_A,2018,2018-12-16 19:30:00,Genoa,a,l,0,2,3,11,9,14.526315789473683,9.25
Serie_A,2018,2018-12-22 14:00:00,Genoa,h,w,3,3,1,7,7,9.26086956521739,5.523809523809524
Serie_A,2018,2018-12-26 14:00:00,Genoa,a,l,0,0,1,14,6,11.2,8.272727272727273
Serie_A,2018,2018-12-29 14:00:00,Genoa,h,d,1,0,0,4,8,7.9655172413793105,8.5
Serie_A,2018,2019-01-21 14:00:00,Genoa,h,l,0,0,2,8,5,10.733333333333333,8.263157894736842
Serie_A,2018,2019-01-28 19:30:00,Genoa,a,w,3,3,1,5,10,16.0,17.5
Serie_A,2018,2019-02-03 14:00:00,Genoa,h,d,1,1,1,6,6,11.689655172413794,5.9523809523809526
Serie_A,2018,2019-02-10 11:30:00,Genoa,a,d,1,1,1,4,10,8.787878787878787,6.115384615384615
Serie_A,2018,2019-02-17 14:00:00,Genoa,h,w,3,2,1,8,6,6.829268292682927,12.8
Serie_A,2018,2019-02-24 14:00:00,Genoa,a,d,1,0,0,7,5,7.37037037037037,5.066666666666666
Serie_A,2018,2019-03-03 14:00:00,Genoa,h,d,1,0,0,10,1,4.153846153846154,11.761904761904765
Serie_A,2018,2019-03-09 17:00:00,Genoa,a,l,0,0,1,7,2,7.185185185185185,14.944444444444445
Serie_A,2018,2019-03-17 11:30:00,Genoa,h,w,3,2,0,9,8,14.19047619047619,7.230769230769231
Serie_A,2018,2019-03-30 14:00:00,Genoa,a,l,0,0,2,9,4,6.321428571428571,11.789473684210526
Serie_A,2018,2019-04-03 20:00:00,Genoa,h,l,0,0,4,2,14,21.14814814814815,5.913043478260869
Serie_A,2018,2019-04-07 19:30:00,Genoa,a,d,1,1,1,6,7,27.08333333333333,6.1875
Serie_A,2018,2019-04-14 14:00:00,Genoa,a,l,0,0,2,7,10,8.962962962962964,8.571428571428571
Serie_A,2018,2019-04-20 14:00:00,Genoa,h,l,0,0,1,7,5,6.75,4.147058823529412
Serie_A,2018,2019-04-28 14:00:00,Genoa,a,d,1,1,1,8,5,10.115384615384617,9.105263157894736
Serie_A,2018,2019-05-05 17:00:00,Genoa,h,d,1,1,1,6,11,11.0,11.2
Serie_A,2018,2019-05-11 14:00:00,Genoa,a,l,0,1,2,5,11,10.181818181818182,7.304347826086956
Serie_A,2018,2019-05-18 16:00:00,Genoa,h,d,1,1,1,16,2,9.347826086956522,6.103448275862069
Serie_A,2018,2019-05-26 18:30:00,Genoa,a,d,1,0,0,1,3,32.916666666666664,14.466666666666669
Serie_A,2018,2018-08-26 21:30:00,Sampdoria,a,l,0,0,1,14,3,4.580645161290323,14.38095238095238
Serie_A,2018,2018-09-02 18:30:00,Sampdoria,h,w,3,3,0,4,8,9.06060606060606,9.235294117647058
Serie_A,2018,2018-09-15 18:30:00,Sampdoria,a,w,3,5,0,16,3,8.714285714285714,14.0
Serie_A,2018,2018-09-19 17:00:00,Sampdoria,h,d,1,1,1,6,4,7.708333333333333,13.842105263157896
Serie_A,2018,2018-09-22 18:30:00,Sampdoria,h,l,0,0,1,7,6,13.944444444444445,12.090909090909092
Serie_A,2018,2018-09-26 19:00:00,Sampdoria,a,d,1,0,0,3,5,8.821428571428571,7.256410256410256
Serie_A,2018,2018-10-01 18:30:00,Sampdoria,h,w,3,2,1,12,3,7.916666666666667,7.538461538461538
Serie_A,2018,2018-10-07 13:00:00,Sampdoria,a,w,3,1,0,4,9,14.904761904761903,6.944444444444445
Serie_A,2018,2018-10-22 18:30:00,Sampdoria,h,d,1,0,0,8,5,5.931818181818182,10.923076923076923
Serie_A,2018,2018-10-28 16:00:00,Sampdoria,a,l,0,2,3,3,10,17.68421052631579,14.038461538461538
Serie_A,2018,2018-11-04 14:00:00,Sampdoria,h,l,0,1,4,7,8,6.533333333333333,5.842105263157895
Serie_A,2018,2018-11-11 14:00:00,Sampdoria,a,l,0,1,4,2,8,11.041666666666666,10.75
Serie_A,2018,2018-11-25 19:30:00,Sampdoria,a,d,1,1,1,2,6,9.076923076923077,11.88
Serie_A,2018,2018-12-01 19:30:00,Sampdoria,h,w,3,4,1,7,6,11.916666666666666,8.878787878787879
Serie_A,2018,2018-12-08 19:30:00,Sampdoria,a,d,1,2,2,5,15,12.19047619047619,9.37037037037037
Serie_A,2018,2018-12-16 14:00:00,Sampdoria,h,w,3,2,0,12,2,5.428571428571429,34.18181818181818
Serie_A,2018,2018-12-22 14:00:00,Sampdoria,a,w,3,4,2,11,5,8.4,24.625
Serie_A,2018,2018-12-26 14:00:00,Sampdoria,h,w,3,2,0,5,1,7.833333333333333,7.878787878787879
Serie_A,2018,2018-12-29 11:30:00,Sampdoria,a,l,0,1,2,1,4,10.689655172413794,9.625
Serie_A,2018,2019-01-20 14:00:00,Sampdoria,a,d,1,3,3,14,11,5.485714285714286,10.304347826086955
Serie_A,2018,2019-01-26 17:00:00,Sampdoria,h,w,3,4,0,9,1,6.542857142857143,11.826086956521738
Serie_A,2018,2019-02-02 17:00:00,Sampdoria,a,l,0,0,3,7,10,16.615384615384617,24.5
Serie_A,2018,2019-02-10 14:00:00,Sampdoria,h,l,0,0,1,8,4,5.307692307692308,13.52
Serie_A,2018,2019-02-17 17:00:00,Sampdoria,a,l,0,1,2,10,6,10.44,7.90625
Serie_A,2018,2019-02-24 11:30:00,Sampdoria,h,w,3,1,0,5,1,10.05,8.555555555555555
Serie_A,2018,2019-03-03 14:00:00,Sampdoria,a,w,3,2,1,13,2,14.0,11.333333333333334
Serie_A,2018,2019-03-10 14:00:00,Sampdoria,h,l,0,1,2,6,9,12.75,14.166666666666666
Serie_A,2018,2019-03-16 14:00:00,Sampdoria,a,w,3,5,3,8,5,8.241379310344827,26.642857142857142
Serie_A,2018,2019-03-30 19:30:00,Sampdoria,h,w,3,1,0,9,6,9.153846153846152,14.1
Serie_A,2018,2019-04-03 20:00:00,Sampdoria,a,l,0,1,2,5,5,6.1,6.40625
Serie_A,2018,2019-04-06 19:30:00,Sampdoria,h,l,0,0,1,9,4,7.315789473684211,14.458333333333334
Serie_A,2018,2019-04-14 14:00:00,Sampdoria,h,w,3,2,0,10,7,8.571428571428571,8.962962962962964
Serie_A,2018,2019-04-20 14:00:00,Sampdoria,a,l,0,0,3,7,4,6.869565217391305,8.5
Serie_A,2018,2019-04-28 17:00:00,Sampdoria,h,l,0,1,2,6,7,11.210526315789474,18.72222222222222
Serie_A,2018,2019-05-05 14:00:00,Sampdoria,a,d,1,3,3,10,3,11.1875,13.75
Serie_A,2018,2019-05-12 14:00:00,Sampdoria,h,l,0,1,2,10,7,9.76923076923077,17.8125
Serie_A,2018,2019-05-19 10:30:00,Sampdoria,a,d,1,0,0,6,7,8.0,14.095238095238097
Serie_A,2018,2019-05-26 18:30:00,Sampdoria,h,w,3,2,0,9,5,11.25,10.0
Serie_A,2018,2018-08-19 21:30:00,Sassuolo,h,w,3,1,0,5,7,14.208333333333334,8.076923076923077
Serie_A,2018,2018-08-26 21:30:00,Sassuolo,a,d,1,2,2,10,4,9.72222222222222,11.166666666666666
Serie_A,2018,2018-09-02 18:30:00,Sassuolo,h,w,3,5,3,3,5,10.5,6.909090909090909
Serie_A,2018,2018-09-16 13:00:00,Sassuolo,a,l,0,1,2,1,9,8.296296296296296,12.384615384615383
Serie_A,2018,2018-09-21 18:30:00,Sassuolo,h,w,3,3,1,9,10,8.909090909090908,21.22222222222222
Serie_A,2018,2018-09-27 17:00:00,Sassuolo,a,w,3,2,0,5,1,17.941176470588236,8.655172413793103
Serie_A,2018,2018-09-30 18:30:00,Sassuolo,h,l,0,1,4,8,4,9.95,16.285714285714285
Serie_A,2018,2018-10-07 16:00:00,Sassuolo,a,l,0,0,2,3,6,13.68,14.5
Serie_A,2018,2018-10-22 18:30:00,Sassuolo,a,d,1,0,0,5,8,10.923076923076923,5.931818181818182
Serie_A,2018,2018-10-28 10:30:00,Sassuolo,h,d,1,2,2,9,4,4.041666666666667,13.56
Serie_A,2018,2018-11-04 14:00:00,Sassuolo,a,w,3,2,0,4,7,13.652173913043478,7.9
Serie_A,2018,2018-11-11 17:00:00,Sassuolo,h,d,1,1,1,3,8,7.392857142857143,10.78125
Serie_A,2018,2018-11-25 11:30:00,Sassuolo,a,l,0,1,2,2,1,4.631578947368421,12.107142857142858
Serie_A,2018,2018-12-02 14:00:00,Sassuolo,h,d,1,0,0,13,0,6.068965517241379,15.761904761904765
Serie_A,2018,2018-12-09 11:30:00,Sassuolo,h,d,1,3,3,7,6,9.142857142857142,11.68421052631579
Serie_A,2018,2018-12-16 14:00:00,Sassuolo,a,w,3,2,0,6,3,8.842105263157896,15.157894736842104
Serie_A,2018,2018-12-22 14:00:00,Sassuolo,h,d,1,1,1,5,8,6.95,7.03030303030303
Serie_A,2018,2018-12-26 17:00:00,Sassuolo,a,l,0,1,3,1,10,9.5,9.076923076923077
Serie_A,2018,2018-12-29 14:00:00,Sassuolo,h,l,0,2,6,5,6,9.290322580645162,8.074074074074074
Serie_A,2018,2019-01-19 19:30:00,Sassuolo,a,d,1,0,0,4,7,15.5,7.0
Serie_A,2018,2019-01-26 14:00:00,Sassuolo,h,w,3,3,0,3,3,21.214285714285715,6.514285714285714
Serie_A,2018,2019-02-03 14:00:00,Sassuolo,a,d,1,1,1,6,6,5.9523809523809526,11.689655172413794
Serie_A,2018,2019-02-10 17:00:00,Sassuolo,h,l,0,0,3,5,6,14.545454545454543,11.653846153846152
Serie_A,2018,2019-02-17 14:00:00,Sassuolo,a,l,0,0,3,8,8,8.238095238095237,25.38888888888889
Serie_A,2018,2019-02-24 14:00:00,Sassuolo,h,d,1,1,1,6,3,8.4,13.5
Serie_A,2018,2019-03-02 17:00:00,Sassuolo,a,l,0,0,1,4,4,19.46153846153846,12.636363636363637
Serie_A,2018,2019-03-10 17:00:00,Sassuolo,h,d,1,1,1,5,2,18.88235294117647,12.833333333333334
Serie_A,2018,2019-03-16 14:00:00,Sassuolo,h,l,0,3,5,5,8,26.642857142857142,8.241379310344827
Serie_A,2018,2019-03-31 16:00:00,Sassuolo,a,l,0,1,2,4,6,4.4,9.26086956521739
Serie_A,2018,2019-04-04 18:00:00,Sassuolo,h,w,3,4,0,4,2,17.692307692307693,10.483870967741936
Serie_A,2018,2019-04-07 17:00:00,Sassuolo,a,d,1,2,2,2,17,22.1,8.88
Serie_A,2018,2019-04-14 14:00:00,Sassuolo,h,d,1,0,0,11,1,5.944444444444445,20.705882352941178
Serie_A,2018,2019-04-20 14:00:00,Sassuolo,a,d,1,1,1,1,4,7.208333333333333,6.942857142857143
Serie_A,2018,2019-04-29 20:00:00,Sassuolo,a,w,3,1,0,4,2,9.458333333333334,9.03448275862069
Serie_A,2018,2019-05-05 14:00:00,Sassuolo,h,d,1,2,2,4,2,5.181818181818182,10.633333333333333
Serie_A,2018,2019-05-12 11:30:00,Sassuolo,a,l,0,2,3,2,11,16.125,4.714285714285714
Serie_A,2018,2019-05-18 18:30:00,Sassuolo,h,d,1,0,0,5,10,11.045454545454543,14.85
Serie_A,2018,2019-05-26 18:30:00,Sassuolo,a,l,0,1,3,4,11,18.0,5.379310344827586
Serie_A,2018,2018-08-18 21:30:00,Napoli,a,w,3,2,1,8,6,14.5,25.55555555555556
Serie_A,2018,2018-08-25 21:30:00,Napoli,h,w,3,3,2,11,7,10.023255813953488,17.941176470588236
Serie_A,2018,2018-09-02 18:30:00,Napoli,a,l,0,0,3,8,4,9.235294117647058,9.06060606060606
Serie_A,2018,2018-09-15 16:00:00,Napoli,h,w,3,1,0,8,1,10.333333333333334,13.708333333333334
Serie_A,2018,2018-09-23 10:30:00,Napoli,a,w,3,3,1,6,6,13.476190476190476,14.045454545454543
Serie_A,2018,2018-09-26 19:00:00,Napoli,h,w,3,3,0,15,0,9.96,19.09523809523809
Serie_A,2018,2018-09-29 16:00:00,Napoli,a,l,0,1,3,4,3,14.333333333333334,11.48
Serie_A,2018,2018-10-07 16:00:00,Napoli,h,w,3,2,0,6,3,14.5,13.68
Serie_A,2018,2018-10-20 18:30:00,Napoli,a,w,3,3,0,7,3,7.575757575757576,21.61111111111111
Serie_A,2018,2018-10-28 18:30:00,Napoli,h,d,1,1,1,11,3,7.303030303030303,32.0
Serie_A,2018,2018-11-02 19:30:00,Napoli,h,w,3,5,1,8,9,15.192307692307692,12.666666666666666
Serie_A,2018,2018-11-10 19:30:00,Napoli,a,w,3,2,1,16,6,6.0,11.875
Serie_A,2018,2018-11-25 14:00:00,Napoli,h,d,1,0,0,12,4,6.37037037037037,14.16
Serie_A,2018,2018-12-03 19:30:00,Napoli,a,w,3,2,1,9,6,13.115384615384617,11.291666666666666
Serie_A,2018,2018-12-08 14:00:00,Napoli,h,w,3,4,0,15,0,10.954545454545457,25.75
Serie_A,2018,2018-12-16 17:00:00,Napoli,a,w,3,1,0,10,2,9.588235294117649,12.125
Serie_A,2018,2018-12-22 14:00:00,Napoli,h,w,3,1,0,10,3,8.333333333333334,39.8
Serie_A,2018,2018-12-26 19:30:00,Napoli,a,l,0,0,1,2,10,13.44,18.125
Serie_A,2018,2018-12-29 17:00:00,Napoli,h,w,3,3,2,7,3,6.225806451612903,32.1
Serie_A,2018,2019-01-20 19:30:00,Napoli,h,w,3,2,1,8,3,13.823529411764708,13.0
